date,temp,lowest_temp,highest_temp,rain,humidity,total_sun,snow,cloud
2016-06-11,23.5,20.9,26.5,3,74.3,0.7,,8.3
2016-06-12,23.5,19.9,26.7,1.5,79.4,3.9,,8.3
2016-06-13,23.5,19.4,29.6,,70.5,9.2,,5.1
2016-06-14,23.8,19.7,29.5,0,62.5,7.8,,6
2016-06-15,20.9,17.4,24.5,15.5,81.8,1.9,,9
2016-06-16,20.9,18.6,24.9,0,73.5,7,,6.9
2016-06-17,23.8,18.6,29.1,,63.1,12,,2.5
2016-06-18,24.5,20.1,29.9,,58,12.5,,1.3
2016-06-19,24.1,20.3,29.3,0,64.5,8.8,,4.4
2016-06-20,24.7,19.6,30.7,,66,6.3,,6.8
2016-06-21,26,21,31.3,,60.1,7.2,,6.1
2016-06-22,24.3,20.9,30.2,30.5,75.1,1,,6.4
2016-06-23,24.7,19.6,29.4,0.1,71,7.3,,5
2016-06-24,23.1,21.1,25.7,3.5,75.8,3.2,,7.3
2016-06-25,22.8,19.2,26.7,,63.1,9.1,,4.5
2016-06-26,24.4,19.4,30.3,,58.4,13.4,,0.8
2016-06-27,24.4,19.9,29.5,,55.5,5,,6.6
2016-06-28,24.7,20.4,29.7,,61.1,9.2,,5
2016-06-29,25.3,20.9,30.2,,58,7.5,,6.9
2016-06-30,24.6,23,26.9,0.2,78.1,0.9,,9.5
2016-07-01,24,22,26.6,108.5,86.5,0,,9.9
2016-07-02,23.5,20.6,27.7,4,81.4,4.3,,8
2016-07-03,23.5,21.1,26.8,,70.4,3.8,,6.5
2016-07-04,21.8,20.2,24.1,29.5,85.1,0.8,,9.1
2016-07-05,23.1,20.2,24.8,100.5,93.6,0,,10
2016-07-06,22.9,20.3,26.9,0,74,6.7,,6.8
2016-07-07,24,20.1,28.5,0,71.6,5.7,,7.5
2016-07-08,27.3,21.2,32.4,,66.5,13.3,,0.1
2016-07-09,27.7,23.2,32.7,,64.8,12.1,,3.1
2016-07-10,27.9,23.2,33.1,,64.4,8.6,,7.3
2016-07-11,28.4,24.8,33.4,0,67.4,5.6,,8.1
2016-07-12,26.3,22.1,30.9,3,65.5,8.3,,7.3
2016-07-13,26.3,23.2,29.5,0,69,4.6,,7.6
2016-07-14,27.5,24,32.4,0.1,66.9,9.9,,5.8
2016-07-15,26.2,23.7,29.2,1.5,60,2.6,,9.3
2016-07-16,20.8,19.8,23.8,46.5,92.8,0,,10
2016-07-17,21.7,20.4,23.1,2.5,82.9,0,,10
2016-07-18,24.4,20.7,28.4,0.2,75.1,8.1,,5.9
2016-07-19,27.1,20.9,32.4,,65.5,10.3,,3.6
2016-07-20,28.6,24,32.9,,62.5,6.8,,5.4
2016-07-21,28.3,24.9,32.2,,61.3,4.9,,6.8
2016-07-22,29.1,25.3,34.1,,64,6.5,,6.5
2016-07-23,28.7,27.2,31.6,0.5,70.4,3,,8.8
2016-07-24,28,27,30.1,0.5,77.9,0.5,,9.6
2016-07-25,28.4,26.4,31.4,,75.3,3.1,,6.6
2016-07-26,28.4,25.6,31.9,,69,6.1,,6.8
2016-07-27,27.6,26.7,28.9,0.5,76.4,0.2,,9.4
2016-07-28,28,26.7,30.5,0.2,70.6,10,,6.3
2016-07-29,26.3,23.4,28.4,59.5,82.3,0.5,,9.6
2016-07-30,28.6,26.4,33,0.5,73.5,6.5,,5.9
2016-07-31,28.9,26.6,32.8,0.2,72.1,7.6,,5.4
2016-08-01,28.4,25.8,32.4,,72,5.6,,6.3
2016-08-02,27.2,25,31.1,2,72.5,1.1,,7.6
2016-08-03,29.1,24,34.2,,65.4,11.8,,4.1
2016-08-04,30.7,26,35.7,,59.6,11.4,,1.1
2016-08-05,31.2,26.5,36,,60.1,11.4,,1.9
2016-08-06,30.5,26.6,34,,64.8,8.8,,1.9
2016-08-07,30.6,27,35,,56,11.9,,0.9
2016-08-08,30.5,26.4,35.5,,63.1,10.6,,2.5
2016-08-09,29.3,26.4,33.6,1,68.3,6,,3.8
2016-08-10,29.4,26.1,34.8,,66.3,9.3,,4.4
2016-08-11,30.5,26.1,36.4,,64.1,12.8,,0.3
2016-08-12,30.4,26.4,35.9,,68.3,11.8,,1.8
2016-08-13,30.2,26.8,35.1,,67.9,10.4,,3
2016-08-14,28.9,27.3,31.8,0.2,74,4.8,,5.3
2016-08-15,29.1,25.8,34,0,65.5,8.6,,6.1
2016-08-16,29.3,26.2,34.9,0.5,64.9,7.8,,4.5
2016-08-17,29.9,25.1,34.7,,60.4,11.5,,3.3
2016-08-18,29.9,26.2,34.3,,61.9,3,,7
2016-08-19,28.9,26.6,33.2,11.5,69.5,1,,7.5
2016-08-20,30.1,26.5,34.9,,59,4.6,,6.9
2016-08-21,30.7,26.9,36.6,0,57.5,8.3,,4.4
2016-08-22,30.7,25.8,36.3,0.4,58,11.7,,3.6
2016-08-23,28.3,26,33,8,68.8,4.8,,5.1
2016-08-24,29.1,26.4,32.9,0,59.1,6.9,,5.4
2016-08-25,27.1,24,32.2,4.5,70.4,3.2,,7.4
2016-08-26,23,19.5,28.2,20,57,7.6,,4.3
2016-08-27,23.4,16.9,29.7,0,43.3,12.4,,4.9
2016-08-28,21,18.3,24.5,1.5,62.5,3.6,,8.3
2016-08-29,22.2,17.4,27.1,,54.5,7.1,,5.1
2016-08-30,20.6,17.9,24.5,0,60.4,6.3,,6.1
2016-08-31,17.7,16.1,19.2,17.5,85.3,0,,8.4
2016-09-01,23.2,15.8,28.6,,71.3,8.8,,2.9
2016-09-02,24.2,20.6,29,4.5,68.5,9.1,,6.5
2016-09-03,23.9,20.4,28.6,0.5,73.8,3.1,,6.1
2016-09-04,25.6,22.1,29.6,,71.3,2.7,,7.3
2016-09-05,26.4,23,31.1,,66.1,8.4,,5.4
2016-09-06,24.7,21,29,,69,8.3,,4.4
2016-09-07,24.3,20.9,28.6,,69.8,2.5,,6.9
2016-09-08,23,21.5,26.5,4.5,76.4,3.8,,8.1
2016-09-09,23.9,19.7,29.3,,71.1,9.3,,4.4
2016-09-10,24.4,20,29.1,,65.4,7.1,,6.3
2016-09-11,24.5,22.1,28.2,,66.3,3.8,,7.1
2016-09-12,23.4,21.4,27.5,2.5,68.9,6.2,,4.5
2016-09-13,24.6,19.6,30.8,,62.5,8,,3.8
2016-09-14,24.6,21.4,28.9,,66.1,7.2,,5
2016-09-15,23.9,18.8,29.5,,68.1,5.8,,7.6
2016-09-16,24.6,20.4,29.5,,64.9,3.8,,9.3
2016-09-17,23.1,18.5,28.2,7,64.8,7.1,,4.9
2016-09-18,23.5,20.2,28.3,,53.4,9.3,,5.4
2016-09-19,21.9,18.2,27.8,,53.3,10.1,,1.4
2016-09-20,20.6,15.4,26.8,,41.1,11.6,,1.1
2016-09-21,20.2,14.3,25.3,,43.4,10.8,,5.6
2016-09-22,21.9,17.5,27.2,,46.3,9,,3.9
2016-09-23,21.4,16.4,27.9,,57.9,9.1,,2.6
2016-09-24,22.3,16.5,28.9,,60.6,9.3,,3.3
2016-09-25,23,18.6,29.7,,57.6,5.2,,6.8
2016-09-26,23.6,19.7,28.9,,59.1,6.5,,5.4
2016-09-27,21,19.1,23.8,13.5,82.5,0,,9.6
2016-09-28,19.9,18.7,21.8,0.5,84.6,0,,10
2016-09-29,20.4,18.2,24.8,,64.4,5.3,,8.4
2016-09-30,20.5,17.7,23.5,,66.9,0.4,,8.8
2016-10-01,21.1,17.5,25.6,,69,4.3,,7.8
2016-10-02,19,16.7,22.4,18.5,84.1,0,,9.8
2016-10-03,22.7,19.6,27.9,6.5,73.3,8.5,,4
2016-10-04,22,15.6,29,,58.9,10.9,,0.9
2016-10-05,21.1,17.5,27.2,,61.9,6.1,,3.4
2016-10-06,18,13.6,23.5,,59.3,10.7,,2.8
2016-10-07,19.7,16.5,24.8,2,67.8,4.7,,8.8
2016-10-08,16.8,10.3,21.8,6,66.4,7.2,,5.5
2016-10-09,11.3,6.5,16.6,,46.3,10.7,,3.3
2016-10-10,14,7.4,21.4,,43.3,10.3,,4.4
2016-10-11,15.4,10,21.1,,62.4,8,,6
2016-10-12,15.5,11.4,20.7,,57,10.5,,3.3
2016-10-13,15.2,9.3,21.9,,44.1,9.3,,3.8
2016-10-14,16.7,10.5,23.5,,61.8,8.5,,0
2016-10-15,19.1,12.4,27.1,,60.6,8.3,,4.1
2016-10-16,17.2,15.4,19.5,1.5,74.1,0,,9.4
2016-10-17,17.5,14.5,21.7,,76.1,7.2,,6.1
2016-10-18,17,11.2,24,,70.9,8,,3
2016-10-19,18,14,24.3,,67.6,8.7,,1.3
2016-10-20,18.6,12.9,25.8,,61.3,9.3,,1.6
2016-10-21,17.9,15.7,22,,58.6,3.2,,9.4
2016-10-22,18.3,14.5,22.8,,59,5.4,,6.8
2016-10-23,13.3,10.6,17.8,2.5,66.3,0.1,,9.4
2016-10-24,15.1,9,20.6,,54.8,9.4,,5.6
2016-10-25,14.1,12.5,17.5,37,84,3.2,,7.6
2016-10-26,13.3,10.5,16.3,0,81,2.2,,5.4
2016-10-27,14.6,8.6,20.9,,65.4,5.9,,6.5
2016-10-28,14.6,10.2,18.4,0.3,61.8,4.3,,8.8
2016-10-29,7.8,3.5,11.2,,40.3,1.1,,6.6
2016-10-30,7.9,1.6,15.1,,31.9,9.7,,0.9
2016-10-31,5.7,0.7,8.2,0.5,59.9,0,,7.4
2016-11-01,1.5,-2.4,6.6,,43.6,9.8,,0
2016-11-02,4.1,-2.7,10.5,0.1,53.1,7.6,,4.4
2016-11-03,9.1,4.2,14.1,0.2,62.8,8.8,,4.9
2016-11-04,12.3,8.2,15.7,0,67,2.6,,8.3
2016-11-05,15,12.2,18.1,0,77.4,2.8,,7.3
2016-11-06,14,11.9,18.3,,59.4,5.4,,7.5
2016-11-07,12.8,8.5,17.8,5.5,71.3,2.2,,9
2016-11-08,4.1,0.4,8.4,0.5,58,9.1,,2.4
2016-11-09,2.1,-3.2,8.6,,41.1,9.7,,1.4
2016-11-10,6,1.5,9.8,0.4,55.5,0.3,,9.5
2016-11-11,9.1,6.2,14.2,4,63.3,8.6,,2
2016-11-12,11.4,5.1,16.7,,62.1,8.2,,3.3
2016-11-13,14.4,12.1,18.1,0.5,74.8,3.1,,7.3
2016-11-14,13.2,10.2,15.8,1.5,78.5,0,,7.9
2016-11-15,5.2,2.5,10.2,,44.3,9.5,,0
2016-11-16,5.2,0,12,,44.3,8.6,,1.1
2016-11-17,9.1,4,16.5,,56.4,8,,2
2016-11-18,10.3,4.9,14.6,0,58.4,4.1,,5.6
2016-11-19,13,9.9,18.6,0,71.1,4.2,,8.9
2016-11-20,9.8,6.4,15.3,,48.6,9.1,,1.6
2016-11-21,9.5,5.1,14.6,,40.5,1.1,,7.8
2016-11-22,2,-2.1,8.4,0.2,43.3,4.8,,8.4
2016-11-23,-1.8,-4.8,3.6,,37.5,7.6,,3.4
2016-11-24,-2.5,-6.2,2.4,,37.8,9.2,,0
2016-11-25,1,-3.5,6,,43.9,7.4,,4.3
2016-11-26,0.9,-0.7,2.7,2.8,69.6,0,0.8,7.5
2016-11-27,3.3,0.5,6.6,0,81.3,1.7,,7.5
2016-11-28,1.4,-1.4,5.6,,57.9,8.9,,0
2016-11-29,1.7,-2.8,8.6,,40.8,9.3,,0.1
2016-11-30,6,0.7,9.8,1,59.8,1.6,,8.9
2016-12-01,4.1,-1,7,,47.6,8.5,,1.3
2016-12-02,1.6,-3.5,7.9,,48.4,9.3,,0
2016-12-03,4.5,-0.7,11.3,,58.8,7.9,,5.5
2016-12-04,5.5,2,9.5,,60.1,0.5,,8.8
2016-12-05,5.9,0.5,10.3,1.5,69.1,2.3,,7.9
2016-12-06,-1.1,-4.2,4.3,,38.5,9.3,,0
2016-12-07,1.7,-2.7,7.5,0,58.3,4.1,,3.9
2016-12-08,2.1,-3,6.1,3,70,3.8,,6.1
2016-12-09,1.4,-2.9,4.2,3,65.8,7.2,,3.9
2016-12-10,-1.6,-5.9,3.6,,47.6,9.2,,0.1
2016-12-11,-1.1,-6.1,6.4,,42.6,9.2,,0.4
2016-12-12,2.3,-3,6.3,,37.9,3.9,,8
2016-12-13,3.4,-0.4,8.8,,53.6,4.7,,4.6
2016-12-14,-1.4,-2.3,-0.1,0.1,68.1,0.2,,7.3
2016-12-15,-5,-7.6,-1.5,,41.8,9.1,,0
2016-12-16,-4.7,-9.8,0,,40.3,9.2,,2
2016-12-17,2.7,-2.7,8,0,60.1,6.3,,6.6
2016-12-18,4.9,2.7,8.1,,68.8,0.1,,8.5
2016-12-19,7.2,4.3,12,0.1,66,3.8,,6.9
2016-12-20,7.6,4.4,13.6,,71.3,8.9,,2.4
2016-12-21,7.9,4.1,12.6,29,75.5,3.4,,8.1
2016-12-22,5.5,1.5,11,23.5,90.3,0,,9.8
2016-12-23,-2.5,-4.4,1.5,0.1,71.1,0.8,,8.9
2016-12-24,-2.4,-4.3,1.1,,66,3.1,,5.5
2016-12-25,1,-4.5,6.4,,69.5,6.1,,4.8
2016-12-26,2.5,1.3,4.4,0,73.8,0,,8.6
2016-12-27,-2.3,-6.3,1.3,0.5,54.6,8.4,0.5,2.8
2016-12-28,-3.7,-8.4,2.6,,49,9.1,,1.9
2016-12-29,-4.2,-7.2,-1.1,0.3,53.1,8.9,1,1.5
2016-12-30,-3.9,-9.1,1,,50.9,5.6,,3
2016-12-31,0.7,-3.6,5.7,0,65.4,3.5,,6.6
