0,8,1,73,4,0.3,7.9,51.3,6.4,1003.6,7.6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,12,1,79,4,0.3,7.9,51.3,6.4,1003.6,7.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2,15,1,69,4,0.3,7.9,51.3,6.4,1003.6,7.6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3,17,1,85,4,0.3,7.9,51.3,6.4,1003.6,7.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4,11,1,76,4,0.3,7.9,51.3,6.4,1003.6,7.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
440,10,1,65,1.5,-1.3,6.2,35.4,9,1010.4,7.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
573,15,1,72,1.5,-1.3,6.2,35.4,9,1010.4,7.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
577,14,1,74,1.5,-1.3,6.2,35.4,9,1010.4,7.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
578,21,1,74,1.5,-1.3,6.2,35.4,9,1010.4,7.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
605,8,1,94,1.5,-1.3,6.2,35.4,9,1010.4,7.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
790,14,1,67,2.3,-1.1,7.3,54.4,2.7,1006.9,8.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
798,17,1,66,2.3,-1.1,7.3,54.4,2.7,1006.9,8.4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
811,23,1,69,2.3,-1.1,7.3,54.4,2.7,1006.9,8.4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1376,12,1,78,-0.1,-3.7,5.6,47.1,8.7,1008.8,9.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1377,12,1,82,-0.1,-3.7,5.6,47.1,8.7,1008.8,9.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1378,16,1,79,-0.1,-3.7,5.6,47.1,8.7,1008.8,9.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1379,20,1,75,-0.1,-3.7,5.6,47.1,8.7,1008.8,9.3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1380,18,1,80,-0.1,-3.7,5.6,47.1,8.7,1008.8,9.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
