,time,month,age,temp,lowest_temp,highest_temp,humidity,total_sun,air_pressure,daily_temp_diff,suicide,delayed_unemployment,sex_0,sex_1,marriage_1,marriage_2,marriage_3,marriage_4,job_1,job_2,job_3,job_5,job_6,job_7,job_8,job_9,job_10,edu_1,edu_2,edu_3,edu_4,edu_5,edu_6
0,8,1,73,4.0,0.3,7.9,51.3,6.4,1003.6,7.6,1,2.7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,12,1,79,4.0,0.3,7.9,51.3,6.4,1003.6,7.6,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,15,1,69,4.0,0.3,7.9,51.3,6.4,1003.6,7.6,1,2.7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,17,1,85,4.0,0.3,7.9,51.3,6.4,1003.6,7.6,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,11,1,76,4.0,0.3,7.9,51.3,6.4,1003.6,7.6,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
426,10,1,65,1.5,-1.3,6.2,35.4,9.0,1010.4,7.5,1,2.7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
557,15,1,72,1.5,-1.3,6.2,35.4,9.0,1010.4,7.5,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
561,14,1,74,1.5,-1.3,6.2,35.4,9.0,1010.4,7.5,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
562,21,1,74,1.5,-1.3,6.2,35.4,9.0,1010.4,7.5,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
589,8,1,94,1.5,-1.3,6.2,35.4,9.0,1010.4,7.5,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
768,14,1,67,2.3,-1.1,7.3,54.4,2.7,1006.9,8.4,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
776,17,1,66,2.3,-1.1,7.3,54.4,2.7,1006.9,8.4,1,2.7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
789,23,1,69,2.3,-1.1,7.3,54.4,2.7,1006.9,8.4,1,2.7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1334,12,1,78,-0.1,-3.7,5.6,47.1,8.7,1008.8,9.3,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1335,12,1,82,-0.1,-3.7,5.6,47.1,8.7,1008.8,9.3,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1336,16,1,79,-0.1,-3.7,5.6,47.1,8.7,1008.8,9.3,1,2.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1337,20,1,75,-0.1,-3.7,5.6,47.1,8.7,1008.8,9.3,1,2.7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1338,18,1,80,-0.1,-3.7,5.6,47.1,8.7,1008.8,9.3,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1453,1,1,77,-0.8,-4.3,3.8,48.4,8.0,1013.1,8.1,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1454,15,1,93,-0.8,-4.3,3.8,48.4,8.0,1013.1,8.1,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1481,17,1,72,-0.8,-4.3,3.8,48.4,8.0,1013.1,8.1,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1482,7,1,80,-0.8,-4.3,3.8,48.4,8.0,1013.1,8.1,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2109,9,1,79,3.0,0.3,5.5,56.0,0.0,1014.6,5.2,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2121,12,1,80,3.0,0.3,5.5,56.0,0.0,1014.6,5.2,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2353,20,1,73,3.0,0.3,5.5,56.0,0.0,1014.6,5.2,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2358,13,1,78,3.0,0.3,5.5,56.0,0.0,1014.6,5.2,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2462,6,1,79,0.5,-5.7,4.0,56.6,3.5,1010.9,9.7,1,2.7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2463,7,1,90,0.5,-5.7,4.0,56.6,3.5,1010.9,9.7,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2464,10,1,69,0.5,-5.7,4.0,56.6,3.5,1010.9,9.7,1,2.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2769,22,1,77,-7.8,-10.4,-4.3,26.3,9.3,1017.9,6.1,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2780,3,1,72,-7.8,-10.4,-4.3,26.3,9.3,1017.9,6.1,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2785,9,1,82,-7.8,-10.4,-4.3,26.3,9.3,1017.9,6.1,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3078,14,1,67,-4.7,-9.3,-0.9,48.6,4.4,1020.6,8.4,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3087,8,1,83,-4.7,-9.3,-0.9,48.6,4.4,1020.6,8.4,1,2.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3105,14,1,89,-4.7,-9.3,-0.9,48.6,4.4,1020.6,8.4,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3603,22,1,76,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3604,6,1,66,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3605,10,1,67,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3606,11,1,87,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3723,9,1,75,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3724,10,1,80,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3725,17,1,76,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3726,17,1,71,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3744,7,1,91,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3754,0,1,76,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3755,7,1,68,-1.7,-5.4,2.4,44.1,6.4,1020.4,7.8,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3890,16,1,82,-2.4,-7.7,2.5,43.5,6.4,1017.6,10.2,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4032,0,1,73,-2.4,-7.7,2.5,43.5,6.4,1017.6,10.2,1,2.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4033,7,1,72,-2.4,-7.7,2.5,43.5,6.4,1017.6,10.2,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4067,12,1,91,-2.4,-7.7,2.5,43.5,6.4,1017.6,10.2,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4068,13,1,75,-2.4,-7.7,2.5,43.5,6.4,1017.6,10.2,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4092,18,1,81,-2.4,-7.7,2.5,43.5,6.4,1017.6,10.2,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4316,11,1,78,-6.2,-10.5,-1.6,26.0,9.3,1021.8,8.9,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4317,13,1,72,-6.2,-10.5,-1.6,26.0,9.3,1021.8,8.9,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4318,15,1,71,-6.2,-10.5,-1.6,26.0,9.3,1021.8,8.9,1,2.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4710,10,1,92,-4.3,-8.9,1.1,33.8,9.1,1022.2,10.0,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4711,16,1,87,-4.3,-8.9,1.1,33.8,9.1,1022.2,10.0,1,2.7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5043,13,1,83,-2.9,-7.6,2.2,42.0,9.0,1021.7,9.8,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5044,13,1,75,-2.9,-7.6,2.2,42.0,9.0,1021.7,9.8,1,2.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5045,15,1,86,-2.9,-7.6,2.2,42.0,9.0,1021.7,9.8,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5046,16,1,67,-2.9,-7.6,2.2,42.0,9.0,1021.7,9.8,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5047,10,1,78,-2.9,-7.6,2.2,42.0,9.0,1021.7,9.8,1,2.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5048,13,1,70,-2.9,-7.6,2.2,42.0,9.0,1021.7,9.8,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5049,13,1,78,-2.9,-7.6,2.2,42.0,9.0,1021.7,9.8,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5050,19,1,77,-2.9,-7.6,2.2,42.0,9.0,1021.7,9.8,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5349,6,1,71,0.1,-4.0,3.6,59.9,1.1,1018.1,7.6,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5391,22,1,69,0.1,-4.0,3.6,59.9,1.1,1018.1,7.6,1,2.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5413,9,1,69,0.1,-4.0,3.6,59.9,1.1,1018.1,7.6,1,2.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5416,22,1,78,0.1,-4.0,3.6,59.9,1.1,1018.1,7.6,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5634,11,1,73,-0.1,-3.7,3.8,55.9,6.2,1015.9,7.5,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5635,14,1,74,-0.1,-3.7,3.8,55.9,6.2,1015.9,7.5,1,2.7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5651,10,1,71,-0.1,-3.7,3.8,55.9,6.2,1015.9,7.5,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5671,9,1,67,-0.1,-3.7,3.8,55.9,6.2,1015.9,7.5,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5672,10,1,67,-0.1,-3.7,3.8,55.9,6.2,1015.9,7.5,1,2.7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6031,6,1,76,-2.2,-4.9,0.8,42.4,8.4,1016.9,5.7,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6036,17,1,78,-2.2,-4.9,0.8,42.4,8.4,1016.9,5.7,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6037,20,1,89,-2.2,-4.9,0.8,42.4,8.4,1016.9,5.7,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6043,17,1,73,-2.2,-4.9,0.8,42.4,8.4,1016.9,5.7,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7307,15,1,72,-5.5,-7.2,-3.1,62.6,3.1,1014.5,4.1,1,2.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7786,16,1,75,-3.9,-9.5,1.6,60.0,9.0,1018.0,11.1,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7822,19,1,65,-3.9,-9.5,1.6,60.0,9.0,1018.0,11.1,1,2.7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8135,11,1,75,-0.8,-5.2,4.1,65.6,5.8,1015.7,9.3,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8136,19,1,75,-0.8,-5.2,4.1,65.6,5.8,1015.7,9.3,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8159,0,1,65,-0.8,-5.2,4.1,65.6,5.8,1015.7,9.3,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8439,19,1,67,3.0,-1.1,5.7,64.4,0.0,1010.3,6.8,1,2.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8440,22,1,84,3.0,-1.1,5.7,64.4,0.0,1010.3,6.8,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8441,22,1,77,3.0,-1.1,5.7,64.4,0.0,1010.3,6.8,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8479,17,1,75,3.0,-1.1,5.7,64.4,0.0,1010.3,6.8,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8765,0,1,71,4.2,-0.4,6.3,74.4,0.0,1006.2,6.7,1,2.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9264,18,1,75,-2.1,-5.3,2.3,42.1,9.5,1016.9,7.6,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9478,22,1,66,0.2,-5.4,6.0,48.0,8.7,1013.4,11.4,1,2.7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9479,10,1,75,0.2,-5.4,6.0,48.0,8.7,1013.4,11.4,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9480,19,1,69,0.2,-5.4,6.0,48.0,8.7,1013.4,11.4,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
9554,17,1,69,0.2,-5.4,6.0,48.0,8.7,1013.4,11.4,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9628,10,1,83,0.2,-5.4,6.0,48.0,8.7,1013.4,11.4,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9812,14,1,77,1.5,-3.0,4.6,52.8,8.1,1013.8,7.6,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9987,20,1,77,1.5,-3.0,4.6,52.8,8.1,1013.8,7.6,1,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10402,20,1,83,2.2,-5.3,8.2,40.1,7.9,1011.1,13.5,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10415,21,1,74,2.2,-5.3,8.2,40.1,7.9,1011.1,13.5,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10418,10,1,88,2.2,-5.3,8.2,40.1,7.9,1011.1,13.5,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10426,6,1,72,2.2,-5.3,8.2,40.1,7.9,1011.1,13.5,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10575,22,1,69,4.0,-1.0,6.5,66.1,0.9,1005.4,7.5,1,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10789,3,1,65,1.3,-4.3,7.0,26.1,9.2,1013.0,11.3,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10790,7,1,82,1.3,-4.3,7.0,26.1,9.2,1013.0,11.3,1,2.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10843,13,1,78,1.3,-4.3,7.0,26.1,9.2,1013.0,11.3,1,2.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11290,14,2,74,4.9,3.7,6.0,63.8,0.0,1005.0,2.3,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11377,3,2,85,4.9,3.7,6.0,63.8,0.0,1005.0,2.3,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11467,10,2,71,4.9,3.7,6.0,63.8,0.0,1005.0,2.3,1,2.6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11468,15,2,79,4.9,3.7,6.0,63.8,0.0,1005.0,2.3,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11469,15,2,82,4.9,3.7,6.0,63.8,0.0,1005.0,2.3,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12140,20,2,76,-3.5,-8.2,2.8,38.5,4.6,1007.0,11.0,1,2.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12141,21,2,81,-3.5,-8.2,2.8,38.5,4.6,1007.0,11.0,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12142,11,2,73,-3.5,-8.2,2.8,38.5,4.6,1007.0,11.0,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12216,10,2,76,-3.5,-8.2,2.8,38.5,4.6,1007.0,11.0,1,2.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12217,14,2,66,-3.5,-8.2,2.8,38.5,4.6,1007.0,11.0,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12218,14,2,81,-3.5,-8.2,2.8,38.5,4.6,1007.0,11.0,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12219,17,2,67,-3.5,-8.2,2.8,38.5,4.6,1007.0,11.0,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12308,17,2,85,-3.5,-8.2,2.8,38.5,4.6,1007.0,11.0,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12309,17,2,67,-3.5,-8.2,2.8,38.5,4.6,1007.0,11.0,1,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12580,18,2,67,-7.4,-10.5,-3.7,25.9,9.7,1014.6,6.8,1,2.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12581,18,2,68,-7.4,-10.5,-3.7,25.9,9.7,1014.6,6.8,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12582,8,2,74,-7.4,-10.5,-3.7,25.9,9.7,1014.6,6.8,1,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12583,11,2,78,-7.4,-10.5,-3.7,25.9,9.7,1014.6,6.8,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12791,13,2,72,-4.8,-8.9,0.3,27.5,7.2,1018.1,9.2,1,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12805,15,2,72,-4.8,-8.9,0.3,27.5,7.2,1018.1,9.2,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13169,6,2,71,-1.3,-5.2,4.5,29.8,6.7,1015.5,9.7,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13179,8,2,69,-1.3,-5.2,4.5,29.8,6.7,1015.5,9.7,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13267,5,2,75,-1.3,-5.2,4.5,29.8,6.7,1015.5,9.7,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13522,20,2,76,-1.3,-5.2,4.5,29.8,6.7,1015.5,9.7,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13646,18,2,86,2.4,-2.0,7.6,47.3,5.2,1010.0,9.6,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
13724,20,2,65,2.4,-2.0,7.6,47.3,5.2,1010.0,9.6,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13725,0,2,102,2.4,-2.0,7.6,47.3,5.2,1010.0,9.6,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
13726,9,2,82,2.4,-2.0,7.6,47.3,5.2,1010.0,9.6,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13727,16,2,77,2.4,-2.0,7.6,47.3,5.2,1010.0,9.6,1,2.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13740,10,2,70,2.4,-2.0,7.6,47.3,5.2,1010.0,9.6,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14161,16,2,80,0.2,-1.5,2.5,79.4,0.9,1006.8,4.0,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14162,17,2,71,0.2,-1.5,2.5,79.4,0.9,1006.8,4.0,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14163,14,2,87,0.2,-1.5,2.5,79.4,0.9,1006.8,4.0,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14711,16,2,83,-1.6,-3.4,0.7,76.5,1.6,1010.8,4.1,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14790,20,2,77,-1.6,-3.4,0.7,76.5,1.6,1010.8,4.1,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14985,23,2,65,-0.1,-2.9,4.4,55.0,6.0,1015.1,7.3,1,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15217,19,2,68,-0.1,-2.9,4.4,55.0,6.0,1015.1,7.3,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15374,20,2,77,0.2,-3.8,5.2,42.1,9.7,1015.9,9.0,1,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15789,14,2,80,1.2,-2.0,5.1,49.3,5.1,1017.8,7.1,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15790,14,2,67,1.2,-2.0,5.1,49.3,5.1,1017.8,7.1,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15866,17,2,72,1.2,-2.0,5.1,49.3,5.1,1017.8,7.1,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16393,14,2,78,1.9,-2.1,6.5,46.1,6.5,1019.6,8.6,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16394,16,2,68,1.9,-2.1,6.5,46.1,6.5,1019.6,8.6,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16430,6,2,73,1.9,-2.1,6.5,46.1,6.5,1019.6,8.6,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16436,19,2,87,1.9,-2.1,6.5,46.1,6.5,1019.6,8.6,1,2.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16441,14,2,83,1.9,-2.1,6.5,46.1,6.5,1019.6,8.6,1,2.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16604,15,2,76,2.7,-0.7,7.6,47.3,6.8,1017.4,8.3,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16605,7,2,88,2.7,-0.7,7.6,47.3,6.8,1017.4,8.3,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16606,10,2,75,2.7,-0.7,7.6,47.3,6.8,1017.4,8.3,1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16678,9,2,77,2.7,-0.7,7.6,47.3,6.8,1017.4,8.3,1,2.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16935,9,2,82,2.7,-1.9,8.5,54.6,9.8,1016.5,10.4,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16952,13,2,76,2.7,-1.9,8.5,54.6,9.8,1016.5,10.4,1,2.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17250,17,2,72,2.7,-1.9,8.5,54.6,9.8,1016.5,10.4,1,2.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
