,time,month,age,temp,lowest_temp,highest_temp,humidity,total_sun,air_pressure,daily_temp_diff,suicide,delayed_unemployment,sex_0,sex_1,marriage_1,marriage_2,marriage_3,marriage_4,job_1,job_2,job_3,job_5,job_6,job_7,job_8,job_9,job_10,edu_1,edu_2,edu_3,edu_4,edu_5,edu_6
146067,6,3,68,13.5,6.0,21.4,27.0,9.8,1006.2,15.4,1,3.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
146083,9,3,80,13.5,6.0,21.4,27.0,9.8,1006.2,15.4,1,3.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
146239,20,4,73,15.3,7.3,23.8,26.0,10.3,1005.0,16.5,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
146240,22,4,92,15.3,7.3,23.8,26.0,10.3,1005.0,16.5,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
146418,13,4,71,15.0,9.6,21.7,40.8,9.0,1007.9,12.1,1,3.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
146419,13,4,74,15.0,9.6,21.7,40.8,9.0,1007.9,12.1,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
146420,18,4,89,15.0,9.6,21.7,40.8,9.0,1007.9,12.1,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
146471,13,4,73,15.0,9.6,21.7,40.8,9.0,1007.9,12.1,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
146472,16,4,66,15.0,9.6,21.7,40.8,9.0,1007.9,12.1,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
146473,19,4,69,15.0,9.6,21.7,40.8,9.0,1007.9,12.1,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
146474,20,4,73,15.0,9.6,21.7,40.8,9.0,1007.9,12.1,1,3.7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
146599,14,4,76,10.7,8.2,12.7,75.1,0.0,1007.6,4.5,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
146600,16,4,90,10.7,8.2,12.7,75.1,0.0,1007.6,4.5,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
146601,17,4,77,10.7,8.2,12.7,75.1,0.0,1007.6,4.5,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
146602,18,4,76,10.7,8.2,12.7,75.1,0.0,1007.6,4.5,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
146731,18,4,69,12.3,5.1,19.8,42.6,11.2,1003.1,14.7,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
146732,4,4,88,12.3,5.1,19.8,42.6,11.2,1003.1,14.7,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
146733,22,4,80,12.3,5.1,19.8,42.6,11.2,1003.1,14.7,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
146975,0,4,68,11.4,5.9,18.1,45.1,11.6,1006.1,12.2,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
146976,12,4,75,11.4,5.9,18.1,45.1,11.6,1006.1,12.2,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
146977,12,4,81,11.4,5.9,18.1,45.1,11.6,1006.1,12.2,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
146979,15,4,90,11.4,5.9,18.1,45.1,11.6,1006.1,12.2,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
146980,17,4,87,11.4,5.9,18.1,45.1,11.6,1006.1,12.2,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
147160,15,4,79,14.4,6.6,22.9,44.3,8.0,1005.2,16.3,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
147161,3,4,83,14.4,6.6,22.9,44.3,8.0,1005.2,16.3,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
147162,6,4,88,14.4,6.6,22.9,44.3,8.0,1005.2,16.3,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
147171,8,4,75,14.4,6.6,22.9,44.3,8.0,1005.2,16.3,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
147331,4,4,81,14.1,10.5,20.6,69.5,8.8,998.7,10.1,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
147412,16,4,86,14.1,10.5,20.6,69.5,8.8,998.7,10.1,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
147413,6,4,92,14.1,10.5,20.6,69.5,8.8,998.7,10.1,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
147414,18,4,70,14.1,10.5,20.6,69.5,8.8,998.7,10.1,1,3.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
147415,20,4,73,14.1,10.5,20.6,69.5,8.8,998.7,10.1,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
147501,0,4,75,11.1,7.8,18.7,76.1,9.2,1005.0,10.9,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
147502,7,4,81,11.1,7.8,18.7,76.1,9.2,1005.0,10.9,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
147587,11,4,71,11.1,7.8,18.7,76.1,9.2,1005.0,10.9,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
147588,19,4,72,11.1,7.8,18.7,76.1,9.2,1005.0,10.9,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
147751,6,4,80,10.7,7.4,14.1,83.9,0.0,1003.8,6.7,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
147752,9,4,81,10.7,7.4,14.1,83.9,0.0,1003.8,6.7,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
147803,16,4,88,10.7,7.4,14.1,83.9,0.0,1003.8,6.7,1,3.7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
147828,1,4,77,13.4,9.3,20.7,71.3,5.0,1002.8,11.4,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
147829,6,4,78,13.4,9.3,20.7,71.3,5.0,1002.8,11.4,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
147830,11,4,70,13.4,9.3,20.7,71.3,5.0,1002.8,11.4,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
147831,18,4,70,13.4,9.3,20.7,71.3,5.0,1002.8,11.4,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
147832,19,4,75,13.4,9.3,20.7,71.3,5.0,1002.8,11.4,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148017,9,4,67,12.5,5.7,19.4,43.8,12.0,1008.4,13.7,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
148018,10,4,78,12.5,5.7,19.4,43.8,12.0,1008.4,13.7,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
148019,19,4,69,12.5,5.7,19.4,43.8,12.0,1008.4,13.7,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
148223,6,4,79,14.1,10.3,19.4,42.6,7.8,1004.5,9.1,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148224,7,4,93,14.1,10.3,19.4,42.6,7.8,1004.5,9.1,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
148225,8,4,78,14.1,10.3,19.4,42.6,7.8,1004.5,9.1,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
148226,10,4,72,14.1,10.3,19.4,42.6,7.8,1004.5,9.1,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148252,20,4,74,14.1,10.3,19.4,42.6,7.8,1004.5,9.1,1,3.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148372,14,4,67,15.6,11.4,21.4,67.5,6.8,996.4,10.0,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148379,7,4,67,15.6,11.4,21.4,67.5,6.8,996.4,10.0,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
148380,12,4,78,15.6,11.4,21.4,67.5,6.8,996.4,10.0,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
148459,17,4,74,15.6,11.4,21.4,67.5,6.8,996.4,10.0,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
148460,17,4,73,15.6,11.4,21.4,67.5,6.8,996.4,10.0,1,3.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
148575,14,4,74,12.4,9.3,18.6,75.9,6.5,1002.4,9.3,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
148576,21,4,66,12.4,9.3,18.6,75.9,6.5,1002.4,9.3,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
148577,22,4,76,12.4,9.3,18.6,75.9,6.5,1002.4,9.3,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
148578,16,4,66,12.4,9.3,18.6,75.9,6.5,1002.4,9.3,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148704,7,4,69,15.0,8.1,23.1,46.4,11.5,1008.5,15.0,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148705,16,4,67,15.0,8.1,23.1,46.4,11.5,1008.5,15.0,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
148706,16,4,79,15.0,8.1,23.1,46.4,11.5,1008.5,15.0,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
148711,15,4,75,15.0,8.1,23.1,46.4,11.5,1008.5,15.0,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
148713,18,4,79,15.0,8.1,23.1,46.4,11.5,1008.5,15.0,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148716,12,4,66,15.0,8.1,23.1,46.4,11.5,1008.5,15.0,1,3.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
148826,16,4,78,15.0,8.1,23.1,46.4,11.5,1008.5,15.0,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
148915,0,4,79,14.9,9.8,20.7,58.9,2.8,996.6,10.9,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148916,6,4,77,14.9,9.8,20.7,58.9,2.8,996.6,10.9,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
149054,6,4,80,14.9,9.8,20.7,58.9,2.8,996.6,10.9,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
149231,21,4,89,10.8,8.3,14.5,66.8,6.9,993.8,6.2,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
149251,15,4,76,10.8,8.3,14.5,66.8,6.9,993.8,6.2,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
149266,1,4,82,10.8,8.3,14.5,66.8,6.9,993.8,6.2,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
149434,11,4,74,11.2,7.1,18.6,65.4,9.2,1003.8,11.5,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
149435,12,4,80,11.2,7.1,18.6,65.4,9.2,1003.8,11.5,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
149441,17,4,71,11.2,7.1,18.6,65.4,9.2,1003.8,11.5,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
149443,22,4,75,11.2,7.1,18.6,65.4,9.2,1003.8,11.5,1,3.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
149444,13,4,74,11.2,7.1,18.6,65.4,9.2,1003.8,11.5,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
149445,14,4,76,11.2,7.1,18.6,65.4,9.2,1003.8,11.5,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
149532,10,4,68,12.0,6.5,19.2,55.1,12.0,1012.1,12.7,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
149533,16,4,75,12.0,6.5,19.2,55.1,12.0,1012.1,12.7,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
149534,20,4,69,12.0,6.5,19.2,55.1,12.0,1012.1,12.7,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
149732,12,4,66,14.3,10.1,20.9,54.0,5.3,1008.3,10.8,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
149762,16,4,87,14.3,10.1,20.9,54.0,5.3,1008.3,10.8,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
149804,19,4,83,14.3,10.1,20.9,54.0,5.3,1008.3,10.8,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
149953,7,4,74,13.5,10.3,16.9,87.6,0.0,996.2,6.6,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
149954,15,4,86,13.5,10.3,16.9,87.6,0.0,996.2,6.6,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
150135,11,4,65,13.5,10.1,18.6,83.4,2.0,999.0,8.5,1,3.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
150222,1,4,86,13.5,7.8,19.8,52.1,7.9,1003.4,12.0,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
150223,10,4,71,13.5,7.8,19.8,52.1,7.9,1003.4,12.0,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
150316,14,4,72,13.5,7.8,19.8,52.1,7.9,1003.4,12.0,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
150427,9,4,67,15.5,8.1,23.7,39.6,11.4,1005.0,15.6,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
150639,9,4,65,17.2,10.2,25.3,34.8,11.9,1007.4,15.1,1,3.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
150640,12,4,85,17.2,10.2,25.3,34.8,11.9,1007.4,15.1,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
150692,17,4,79,17.2,10.2,25.3,34.8,11.9,1007.4,15.1,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
150693,18,4,66,17.2,10.2,25.3,34.8,11.9,1007.4,15.1,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
150904,9,4,75,21.1,12.1,29.6,34.8,9.9,1004.1,17.5,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
150905,17,4,84,21.1,12.1,29.6,34.8,9.9,1004.1,17.5,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
150906,11,4,82,21.1,12.1,29.6,34.8,9.9,1004.1,17.5,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
150907,12,4,68,21.1,12.1,29.6,34.8,9.9,1004.1,17.5,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
150995,19,4,73,17.2,14.5,20.7,32.0,0.0,999.3,6.2,1,3.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
150996,22,4,68,17.2,14.5,20.7,32.0,0.0,999.3,6.2,1,3.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
151084,5,4,79,17.2,14.5,20.7,32.0,0.0,999.3,6.2,1,3.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
151089,14,4,68,17.2,14.5,20.7,32.0,0.0,999.3,6.2,1,3.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
151244,15,4,74,17.2,12.4,23.0,34.4,9.4,997.3,10.6,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
151246,17,4,65,17.2,12.4,23.0,34.4,9.4,997.3,10.6,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
151247,18,4,74,17.2,12.4,23.0,34.4,9.4,997.3,10.6,1,3.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
151270,18,4,82,16.2,10.9,22.6,47.6,11.6,1001.5,11.7,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
151271,21,4,80,16.2,10.9,22.6,47.6,11.6,1001.5,11.7,1,3.7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
151335,2,4,87,16.2,10.9,22.6,47.6,11.6,1001.5,11.7,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
151336,21,4,76,16.2,10.9,22.6,47.6,11.6,1001.5,11.7,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
151486,15,4,85,15.9,10.8,20.4,45.3,1.5,1001.4,9.6,1,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
151542,12,4,79,15.9,10.8,20.4,45.3,1.5,1001.4,9.6,1,3.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
151678,11,5,73,18.8,12.2,26.0,40.5,6.8,1003.5,13.8,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
151679,14,5,76,18.8,12.2,26.0,40.5,6.8,1003.5,13.8,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
151680,18,5,76,18.8,12.2,26.0,40.5,6.8,1003.5,13.8,1,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
151859,17,5,79,21.1,16.5,28.4,64.5,7.5,1001.1,11.9,1,4.9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151933,1,5,92,21.1,16.5,28.4,64.5,7.5,1001.1,11.9,1,4.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
151934,4,5,70,21.1,16.5,28.4,64.5,7.5,1001.1,11.9,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
151935,6,5,65,21.1,16.5,28.4,64.5,7.5,1001.1,11.9,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
151936,7,5,81,21.1,16.5,28.4,64.5,7.5,1001.1,11.9,1,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
151937,8,5,66,21.1,16.5,28.4,64.5,7.5,1001.1,11.9,1,4.9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
151941,21,5,68,21.1,16.5,28.4,64.5,7.5,1001.1,11.9,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
151942,4,5,74,21.1,16.5,28.4,64.5,7.5,1001.1,11.9,1,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152037,0,5,90,12.9,8.9,17.6,86.1,0.0,984.5,8.7,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
152038,21,5,74,12.9,8.9,17.6,86.1,0.0,984.5,8.7,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152039,22,5,73,12.9,8.9,17.6,86.1,0.0,984.5,8.7,1,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152206,11,5,71,15.7,10.2,20.6,46.6,12.8,993.6,10.4,1,4.9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152207,13,5,68,15.7,10.2,20.6,46.6,12.8,993.6,10.4,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
152208,16,5,86,15.7,10.2,20.6,46.6,12.8,993.6,10.4,1,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
152366,7,5,71,18.9,10.2,26.9,50.8,10.9,1002.5,16.7,1,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152367,13,5,79,18.9,10.2,26.9,50.8,10.9,1002.5,16.7,1,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152555,16,5,77,16.3,13.0,18.6,89.3,0.0,996.8,5.6,1,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152623,19,5,73,16.3,13.0,18.6,89.3,0.0,996.8,5.6,1,4.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
152624,21,5,75,16.3,13.0,18.6,89.3,0.0,996.8,5.6,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152625,22,5,68,16.3,13.0,18.6,89.3,0.0,996.8,5.6,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
152626,20,5,95,16.3,13.0,18.6,89.3,0.0,996.8,5.6,1,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
152742,10,5,84,16.5,10.7,22.6,60.3,12.4,1004.0,11.9,1,4.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152743,12,5,76,16.5,10.7,22.6,60.3,12.4,1004.0,11.9,1,4.9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
152744,16,5,74,16.5,10.7,22.6,60.3,12.4,1004.0,11.9,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
152745,18,5,76,16.5,10.7,22.6,60.3,12.4,1004.0,11.9,1,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152922,5,5,87,19.4,11.6,26.8,44.8,11.5,1005.8,15.2,1,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
152923,5,5,89,19.4,11.6,26.8,44.8,11.5,1005.8,15.2,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
152924,12,5,74,19.4,11.6,26.8,44.8,11.5,1005.8,15.2,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
152925,16,5,72,19.4,11.6,26.8,44.8,11.5,1005.8,15.2,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
153058,17,5,79,19.4,11.6,26.8,44.8,11.5,1005.8,15.2,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
153066,8,5,74,19.4,11.6,26.8,44.8,11.5,1005.8,15.2,1,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
153070,20,5,65,19.4,11.6,26.8,44.8,11.5,1005.8,15.2,1,4.9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
153071,12,5,74,19.4,11.6,26.8,44.8,11.5,1005.8,15.2,1,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
153074,0,5,72,20.2,16.3,25.4,43.0,5.4,1000.6,9.1,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
153198,6,5,65,20.2,16.3,25.4,43.0,5.4,1000.6,9.1,1,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
153218,19,5,79,20.2,16.3,25.4,43.0,5.4,1000.6,9.1,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
153232,0,5,76,20.2,16.3,25.4,43.0,5.4,1000.6,9.1,1,4.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
153405,1,5,82,14.5,12.5,18.1,82.4,0.1,997.0,5.6,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
153407,12,5,70,14.5,12.5,18.1,82.4,0.1,997.0,5.6,1,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
153408,7,5,80,14.5,12.5,18.1,82.4,0.1,997.0,5.6,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
153568,13,5,67,16.4,10.4,23.5,60.9,12.9,999.4,13.1,1,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
153589,7,5,67,16.4,10.4,23.5,60.9,12.9,999.4,13.1,1,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
153590,9,5,65,16.4,10.4,23.5,60.9,12.9,999.4,13.1,1,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
153591,18,5,87,16.4,10.4,23.5,60.9,12.9,999.4,13.1,1,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
